通し番号,見出し,表記,品詞,語種,語彙配当,国語研,初級500語,七種対照,工藤,木幡,玉村
4890,いさましい,勇ましい,形,W,1,◎,,○,○,○,○
4900,いさむ,勇む,五自,W,1,,,,,○,
4910,いし,石,名,W,1,◎,○,○,○,○,○
4920,いし,医師,名,K,2,○,,,,,
4930,いし,意志,名,K,2,◎,,○,○,,○
4940,いじ,意地,名,K,1,○,,○,○,○,
4950,いじ,維持,名・ス他,K,3,○,,○,,,
4960,いしうす,石×臼,名,W,2,,,,,○,
4970,いしかわ,石川,名,W,,,,,○,○,
4980,いしき,意識,名・ス他,K,3,○,,○,,,○
4990,いしけり,石蹴り,名,W,1,,,,○,○,
5000,いしこたろう,〔人名〕,名,H,,,,,,○,
5010,いしころ,石ころ,名,W,1,,,,○,○,
5020,いしだん,石段,名,H,1,,,,○,○,
5030,いじめ,×苛め,名,W,1,,,,,○,
5040,いじめる,×苛める,下一他,W,1,○,,○,○,○,○
5050,いしゃ,医者,名,K,1,◎,○,○,○,○,○
5060,いしゅ,異種,名,K,3,,,○,,,
5070,いじゅう,移住,名・ス自,K,2,○,,,,,
5080,いしょう,衣装・衣×裳,名,K,2,○,,,○,○,
5090,いじょう,以上・×已上,名,K,1,◎,,○,○,○,○
5100,いじょう,異常,名・形動,K,2,○,,○,○,,○
5110,いしょくじゅう,衣食住,名,K,3,○,,,,,
5120,いじる,×弄る,五他,W,1,,,,○,○,
5130,いじわる,意地悪,名・形動,H,1,○,,,○,○,
5140,いす,×椅子,名,K,1,◎,○,○,○,○,○
5150,いずみ,泉,名,W,1,○,,,○,○,
5160,イスラムきょう,イスラム教,名,H,,,,,,,○
5170,いずれ,△何れ・×孰れ,代,W,3,○,,○,,,
5180,いせい,威勢,名,K,1,,,○,○,○,
5190,いせい,異性,名,K,3,○,,,,,
5200,いせき,遺跡・遺×蹟,名,K,3,,,,○,○,
5210,いぜん,以前,名,K,2,◎,,○,○,,○
5220,いぜん,依然,副・トタル,K,3,,,○,,,
5230,いそ,×磯,名,W,2,,,,○,○,
5240,いそがしい,忙しい,形,W,1,◎,,○,○,○,○
5250,いそぎ,急ぎ,名,W,1,,,,,○,
5260,いそぐ,急ぐ,五自他,W,1,◎,,○,○,○,○
5270,イソップどうわ,イソップ童話,名,H,,,,,○,○,
5280,いた,板,名,W,1,◎,,○,○,○,○
5290,いたい,痛い,形,W,1,◎,○,○,○,○,○
5300,いだい,偉大,名,K,2,○,,,,,
5310,いだく,抱く・△懐く,五他,W,2,,,,○,○,
5320,いたす,致す,五他,W,1,◎,,○,○,○,○
5330,いたずら,〈悪戯〉,名,W,1,◎,,○,○,○,○
5340,いたずらっこ,いたずらっ子,名,W,,,,,,○,
5350,いただき,頂,名,W,1,,,,○,○,
5360,いただきます,×戴きます,感,W,2,◎,,○,○,○,
5370,いただく,頂く・×戴く,五他,W,1,◎,,○,○,○,○
5380,いたち,×鼬,名,W,2,,,,,○,
5390,いたのま,板の間,名,W,1,,,,○,○,
5400,いたみ,痛み・傷み・悼み,名,W,2,○,,○,,,
5410,いたむ,痛む・傷む,五自,W,1,◎,,○,○,○,○
5420,いためる,痛める・傷める,下一他,W,1,○,,○,○,○,
5430,いためる,×炒める,下一他,W,3,○,,,○,○,○
5440,イタリア,〔伊〕Italia,名,G,2,○,,,○,,
5450,いたる,至る・△到る,五自,W,2,,,○,,,
5460,いたわり,△労り,名,W,1,,,,,○,
5470,いたわる,△労る,五他,W,1,○,,,○,○,
5480,いち,一,名,K,1,◎,○,○,○,○,○
5490,いち,市,名,W,1,,,○,,○,
5500,いち,位置,名・ス自,K,2,◎,,○,○,○,○
5510,いちいち,一一,副,K,1,○,,,○,○,
5520,いちいん,一員,名,K,,,,○,,,
5530,いちおう,一応,副,K,2,○,,○,○,○,○
5540,いちがいに,一概に,副,H,3,,,○,,,
5550,いちがつ,一月,名,K,2,,,○,,,
5560,いちご,×苺・×莓,名,W,1,○,,○,○,○,○
5570,いちごジャム,×苺ジャム,名,H,,,,,,○,
5580,いちごつみ,×苺摘み,名,W,,,,,,○,
5590,いちじ,一時,名,K,2,○,,○,,,
5600,いちじつ,一日,名,K,,,,○,,,
5610,いちじるしい,著しい,形,W,2,○,,○,,,
5620,いちだい,一代,名,K,,,,○,,,
5630,いちど,一度,名,K,1,○,,○,○,○,
5640,いちどう,一同,名,K,2,○,,,,,
5650,いちどに,一度に,副,H,1,○,,○,,○,
5660,いちにさん,一二三,名,K,,,,,,,○
5670,いちにち,一日,名,K,2,,,○,,,
5680,いちにちじゅう,一日中,名,K,,,,,,○,
5690,いちねん,一年,名,K,,,,○,,,
5700,いちねんかん,一年間,名,K,,,,○,,,
5710,いちねんせい,一年生,名,K,1,,,○,,,
5720,いちば,市場,名,W,1,○,,○,○,○,○
5730,いちばん,一番,名・副,K,1,◎,○,○,○,○,○
5740,いちぶ,一部,名,K,2,◎,,○,○,,○
5750,いちぶぶん,一部分,名,K,2,○,,○,,,
5760,いちめん,一面,名,K,1,○,,○,○,○,
5770,いちもくさん,一目散,名,K,3,,,,○,○,
5780,いちもくさん,（自動車名）,名,K,,,,,,○,
5790,いちょう,〈銀×杏〉・〈公孫樹〉・〈×鴨脚〉,名,K,1,,,,○,○,
5800,いちよう,一様,形動,K,2,○,,○,,,
5810,いちりゅう,一流,名,K,2,○,,,,,
5820,いちりんしゃ,一輪車,名,K,,,,,○,○,
5830,いちろう,〔人名〕,名,K,,,,,,○,
5840,いちろうにいさん,〔固〕,名,H,,,,,,○,
5850,いちんち,一日,名,K,,,,,,○,
5860,いつ,〈何時〉,名,W,1,◎,○,○,○,○,
5870,いっか,一家,名,K,1,○,,○,○,○,
5880,いつか,〈何時〉か,副,W,1,◎,○,○,○,○,
5890,いつか,五日,名,W,1,◎,,○,○,○,○
5900,いっき,一気,名,K,2,,,,○,○,
5910,いっこう,一向,副,K,1,○,,○,○,○,
5920,いっこく,一国,名,K,,,,○,,,
5930,いっさい,一切,名,K,2,○,,○,,,○
5940,いっさんかたんそ,一酸化炭素,名,K,3,,,○,,,
5950,いっしゅ,一種,名,K,2,○,,○,,,
5960,いっしゅう,一周,名・ス自,K,2,○,,,,,
5970,いっしゅん,一瞬,名,K,3,○,,,,,
5980,いっしょ,一緒,名,K,1,◎,,○,○,○,○
5990,いっしょう,一生,名,K,1,◎,,○,○,○,○
6000,いっしょうけんめい,一生懸命,名・形動,K,1,◎,,○,○,○,○
6010,いっしん,一心,名,K,1,,,○,○,○,
6020,いっすんぼうし,一寸法師,名,K,1,,,,,○,
6030,いっせい,一斉,名,K,1,○,,○,○,○,
6040,いっそ,,副,W,2,○,,○,,,
6050,いっそう,一層,副・名,K,1,◎,,○,○,○,○
6060,いったい,一体,名・副,K,1,○,,○,○,○,
6070,いったん,一×旦,副,K,1,○,,○,○,○,
6080,いったん,一端,名,K,3,,,○,,,
6090,いっち,一致,名・ス自,K,2,○,,○,,,○
6100,いっちょ,一△丁,名,K,,,,,,○,
6110,いつつ,五つ,名,W,1,◎,○,○,○,○,○
6120,いってい,一定,名・ス自他,K,2,○,,○,,,○
6130,いっていりょう,一定量,名,K,,,,○,,,
6140,いってきます,行ってきます,感,W,,,,,○,○,
6150,いつでも,〈何時〉でも,副,W,2,○,,,,,
6160,いってらっしゃい,行ってらっしゃい,感,W,,,,,○,○,
6170,いっとう,一等,名,K,1,,,○,○,○,
6180,いっとうしょう,一等賞,名,K,,,,,○,○,
6190,いつのまに,〈何時〉の間に,副,W,,,,○,,○,
6200,いつのまにか,〈何時〉の間にか,副,W,2,○,,,,,
6210,いっぱい,一杯,名,K,1,◎,,○,○,○,○
6220,いっぱん,一般,名,K,2,◎,,○,○,,○
6230,いっぺん,一遍,名,K,3,,,,○,○,
6240,いっぽう,一方,名,K,1,◎,,○,○,○,○
6250,いっぽんばし,一本橋,名,H,,,,,,○,
6260,いつまで,〈何時〉×迄,副,W,,,,,,○,
6270,いつまでも,〈何時〉×迄も,副,W,1,○,,,,○,
6280,いつも,〈何時〉も,副・名,W,1,◎,○,○,○,○,○
6290,いと,糸,名,W,1,◎,,○,○,○,○
6300,いと,意図,名・ス他,K,3,○,,,,,
6310,いど,井戸,名,W,1,○,,○,,○,
6320,いとう,伊△藤,名,K,,,,,○,,
6330,いどう,移動,名・ス自他,K,2,○,,○,,,
6340,いとぐるま,糸車,名,W,,,,,,○,
6350,いとこ,〈従兄弟〉・〈従姉妹〉,名,W,1,◎,,○,○,○,○
6360,いとなむ,営む,五他,W,3,○,,○,,,
6370,いとま,△暇,名,W,2,,,○,,,
6380,いない,以内,名,K,2,◎,,○,○,○,○
6390,いなか,《田舎》,名,W,1,◎,,○,○,○,○
6400,いなずま,稲妻,名,W,2,,,,○,○,
6410,いなびかり,稲光,名,W,1,,,,○,○,
6420,いなりずし,〈稲荷〉×鮨,名,W,,,,,○,○,
6430,いぬ,犬・×狗,名,W,1,◎,○,○,○,○,○
6440,いぬごや,犬小屋,名,W,,,,,○,○,
6450,いね,稲,名,W,1,◎,,○,○,○,○
6460,いねかり,稲刈り,名,W,1,,,,○,○,
6470,いねむり,居眠り,名,W,1,,,,○,○,
6480,いのうえ,△井上,名,W,,,,,○,,
6490,いのこる,居残る,五自,W,1,,,○,,,
6500,いのしし,×猪,名,W,1,,,,○,○,
6510,いのち,命,名,W,1,◎,,○,○,○,○
6520,いのり,祈り・×祷り,名,W,1,○,,○,,○,○
6530,いのる,祈る・×祷る,五他,W,1,◎,,○,○,○,○
6540,いばら,×茨・〈×荊×棘〉,名,W,1,,,,,○,
6550,いばる,威張る,五自,H,1,○,,○,○,○,
6560,いはん,違反,名・ス自,K,3,◎,,○,○,○,
6570,いびき,×鼾,名,W,1,○,,,○,○,
6580,いふく,衣服,名,K,2,○,,,,,
6590,いま,今,名,W,1,◎,○,○,○,○,○
6600,いま,居間,名,W,1,○,,,○,○,
6610,いまごろ,今×頃,名,W,1,○,,,,○,
6620,いまさら,今更,名,W,1,○,,,,,
6630,いまに,今に,副,W,1,◎,,,○,○,
6640,いまにも,今にも,副,W,1,○,,,,○,
6650,いままで,今まで,副,W,1,○,,,,○,
6660,いみ,意味,名・ス他,K,1,◎,○,○,○,○,○
6670,いみん,移民,名・ス自,K,2,○,,,,,
6680,イメージ,image,名,G,3,○,,,,,
6690,いも,芋・×薯・×藷,名,W,1,○,,○,○,○,○
6700,いもうと,妹,名,W,1,◎,○,○,○,○,○
6710,いもうとさん,妹さん,連語,W,,,,○,,,
6720,いもほり,芋掘り,名,W,1,,,,○,○,
6730,いもむし,芋虫,名,W,2,,,,○,○,
6740,いや,△否,感,W,1,◎,,,○,○,○
6750,いや,嫌,形動,W,1,,,○,,,○
6760,いやいや,嫌嫌,副・名,W,1,○,,,,○,○
6770,いやがる,嫌がる,五他,W,1,○,,,,,
6780,いやしい,卑しい・×賎しい,形,W,2,○,,,○,○,
6790,いやに,嫌に,副,W,3,○,,,,,
6800,イヤホーン,earphone,名,G,,,,,○,○,
6810,いやらしい,,形,W,1,○,,,,○,
6820,イヤリング,earring,名,G,,,,,○,○,
6830,いよいよ,×愈・×愈×愈,副,W,1,○,,○,○,○,○
6840,いよく,意欲・意×慾,名,K,3,○,,,,,
6850,いらい,以来,名,K,2,○,,○,,,○
6860,いらい,依頼,名・ス自他,K,3,○,,,,,
6870,いらいら,×苛×苛,副・ス自,W,2,○,,,○,○,
6880,イラク,Iraq,名,G,2,○,,,○,,
6890,いらっしゃい,,感,W,1,,,,,○,
6900,いらっしゃいませ,,感,W,2,◎,,,○,○,
6910,いらっしゃる,,五自,W,1,◎,,○,○,○,○
6920,イラン,Iran,名,G,,,,,○,,
6930,いり,入り,名,W,1,,,,,○,
6940,いりぐち,入り口,名,W,1,◎,○,○,○,○,○
6950,いりょう,衣料,名,K,3,○,,,,,
6960,いりょう,医療,名,K,3,,,○,,,
6970,いりよう,入り用,名,H,1,,,○,,,
6980,いる,入る・要る,五自,W,1,◎,,○,○,○,○
6990,いる,×炒る・×煎る・×熬る,五他,W,1,,,○,○,○,
7000,いる,居る,上一自,W,1,◎,○,○,○,○,○
7010,いる,射る,上一他,W,1,,,,○,○,○
7020,いるい,衣類,名,K,2,○,,○,,,○
7030,いるか,〈海豚〉,名,W,3,,,,○,○,
7040,いれ,入れ,名,W,1,,,,,○,
7050,いれかえる,入れ替える・入れ換える,下一他,W,1,,,○,,○,
7060,いれかわる,入れ替わる,五自,W,2,,,○,,,
7070,いれちがい,入れ違い,名,W,2,,,○,,,
7080,いれば,入れ歯,名,W,1,,,,○,○,
7090,いれもの,入れ物,名,W,1,○,,,○,○,
7100,いれる,入れる・△容れる,下一他,W,1,◎,,○,○,○,○
7110,いろ,色,名,W,1,◎,○,○,○,○,○
7120,いろいろ,色色,名・副・形動,W,1,◎,○,○,○,○,○
7130,いろえんぴつ,色鉛筆,名,H,1,,,,○,○,
7140,いろがみ,色紙,名,W,1,,,,○,○,
7150,いろづく,色付く,五自,W,2,,,,,○,
7160,いろり,囲炉裏,名,W,1,,,,,○,○
7170,いろんな,色んな,連体,W,1,○,,○,○,○,
7180,いわ,岩・×巌・×磐,名,W,1,◎,,○,○,○,○
7190,いわい,祝い,名,W,1,○,,○,,○,
7200,いわう,祝う,五他,W,1,◎,,○,○,○,○
7210,いわさききょうこ,〔人名〕,名,H,,,,,,○,
7220,いわし,×鰯・×鰮,名,W,1,○,,,,,
7230,いわしぐも,×鰯雲,名,W,3,,,,○,○,
7240,いわば,言わば,副,W,3,○,,○,,,
7250,いわゆる,〈所×謂〉,連体,W,3,○,,,,,○
7260,いわれ,×謂れ,名,W,3,,,○,,,
7270,いん,印,名,K,2,,,○,,,
7280,いん,員,名,K,2,○,,○,,,○
7290,いん,陰,名,K,3,,,○,,,
7300,いんかん,印鑑,名,K,3,,,,○,○,
7310,インキ,〔蘭〕inkt・〔英〕ink,名,G,1,,,○,,○,○
7320,インク,〔蘭〕inkt・〔英〕ink,名,G,1,◎,,○,○,○,○
7330,いんこ,,名,K,,,,,○,○,
7340,いんこう,×咽×喉,名,K,1,,,,,○,
7350,いんさつ,印刷,名・ス他,K,1,◎,,○,○,○,○
7360,いんしょう,印象,名,K,2,◎,,○,○,○,○
7370,インスタント,instant,名・形動,G,,,,,○,○,
7380,いんせき,×隕石,名,K,,,,,○,○,
7390,インターネット,internet,名,G,,,,,,,○
7400,インターン,intern,名,G,,,,,,,○
7410,いんちき,,名・ス自,W,3,,,○,,,○
7420,インテリ,←〔露〕intelligentsiya,名,G,3,○,,○,,,○
7430,インド,India,名,G,2,○,,,○,,
7440,イントネーション,intonation,名,G,2,○,,,,,
7450,インドネシア,Indonesia,名,G,2,○,,,○,,
7460,インフレ,←inflation,名,G,3,○,,○,,,○
7470,いんよう,引用,名・ス他,K,3,○,,,,,
7480,う,,助動,W,1,,,○,○,,○
7490,う,,感,W,,,,○,,○,
7500,ウァック,〔鴨名〕,名,G,,,,,,○,
7510,ウイスキー,whisky,名,G,3,○,,○,,,○
7520,ウィリー,〔犬名〕,名,G,,,,,,○,
7530,うう,,感,W,1,,,○,,,
7540,うううう,,感,W,,,,,,○,
7550,ウーフ,〔人名〕,名,G,,,,,,○,
7560,うーふー,,感,W,,,,,,○,
7570,ウール,wool,名,G,2,○,,○,,,○
7580,ううん,,感,W,1,,,○,,,
7590,うえ,上,名・接尾,W,1,◎,○,○,○,○,○
7600,ウェートレス,waitress,名,G,2,○,,,,,
7610,うえき,植木,名,W,1,○,,,○,○,○
7620,うえきばち,植木鉢,名,H,,,,,,○,
7630,うえした,上下,名,W,1,○,,,,,
7640,うえじに,飢え死に・△餓え死に,名,W,2,,,,,○,
7650,うえたけ,〔固〕,名,W,,,,,,○,
7660,うえつける,植え付ける,下一他,W,1,,,○,,,
7670,うえの,〔固〕,名,W,,,,,,○,
7680,うえる,植える,下一他,W,1,◎,,○,○,○,○
7690,うお,魚,名,W,1,,,○,○,○,○
7700,うおううおう,,感,W,,,,,,○,
7710,うがい,×嗽,名,W,1,○,,○,○,○,○
7720,うかうか,,副・ス自,W,1,,,,,○,
7730,うかがい,伺い,名,W,1,,,,,○,
7740,うかがう,伺う,五他,W,1,◎,,○,○,○,○
7750,うかぶ,浮かぶ,五自,W,1,◎,,○,○,○,○
7760,うかべる,浮かべる,下一他,W,1,○,,○,○,○,
7770,うかる,受かる,五自,W,1,,,,○,○,
7780,うかれる,浮かれる,下一自,W,2,,,,○,○,
7790,うき,浮き,名,W,1,,,,○,○,
7800,うき,雨季・雨期,名,K,2,,,○,,,○
7810,うきうき,浮き浮き,副・ス自,W,2,,,,○,○,
7820,うきぶくろ,浮き袋,名,W,1,,,,○,○,
7830,うぎゃー,,感,W,,,,,,○,
7840,うく,浮く,五自,W,1,◎,,○,○,○,○
7850,うぐいす,×鴬,名,W,1,,,,○,○,
7860,ウクレレ,ukulele,名,G,,,,○,,,
7870,うけ,受け・請け,名,W,1,,,,,○,
7880,うけあう,受け合う・請け合う,五他,W,2,,,○,,,
7890,うけいれる,受け入れる,下一他,W,2,○,,○,,,○
7900,うけつぐ,受け継ぐ,五他,W,2,○,,○,,,
7910,うけつけ,受付,名,W,2,◎,,○,○,○,○
7920,うけつける,受け付ける,下一他,W,2,○,,○,○,,○
7930,うけとめる,受け止める,下一他,W,1,○,,○,,,
7940,うけとり,受取・請取,名,W,1,○,,,,,○
7950,うけとる,受け取る,五他,W,1,◎,,○,○,○,○
7960,うけみ,受け身,名,W,2,○,,○,,,○
7970,うけもち,受け持ち,名,W,1,○,,,,,
7980,うけもつ,受け持つ,五他,W,1,,,○,,,
7990,うける,受ける・△承ける・請ける,下一他,W,1,◎,,○,○,○,○
8000,うごかす,動かす,五他,W,1,◎,,○,○,○,○
8010,うごき,動き,名,W,1,○,,,,○,
8020,うごきかた,動き方,名,W,,,,,,○,
8030,うごきだす,動き出す,五自,W,1,,,,,○,
8040,うごく,動く,五自,W,1,◎,,○,○,○,○
8050,うごける,動ける,下一自,W,,,,,,○,
8060,うさぎ,×兎,名,W,1,○,,○,○,○,○
8070,うさこちゃん,,名,W,,,,,,○,
8080,うし,牛,名,W,1,◎,○,○,○,○,○
8090,うしなう,失う,五他,W,1,○,,○,○,○,○
8100,うしのふん,牛の糞,連語,H,,,,,,○,
8110,うしろ,後ろ,名,W,1,◎,○,○,○,○,○
8120,うしろば,後ろ歯,名,W,,,,,,○,
8130,うしろむき,後ろ向き,名,W,1,,,,○,○,
8140,うす,×臼,名,W,1,,,,,○,
8150,うず,渦,名,W,1,,,,○,○,○
8160,うすい,薄い,形,W,1,◎,,○,○,○,○
8170,うすぎ,薄着,名,W,1,,,○,○,○,
8180,うずく,×疼く,五自,W,2,,,,○,○,
8190,うずくまる,×蹲る・×踞る,五自,W,1,,,,○,○,
8200,うすぐもり,薄曇り,名,W,1,,,,○,○,
8210,うすぐらい,薄暗い,形,W,1,○,,○,,○,
8220,うすっぺら,薄っぺら,形動,W,2,,,,○,○,
8230,うずまき,渦巻き,名,W,1,,,○,○,○,
8240,うずまる,△埋まる,五自,W,1,,,○,○,○,
8250,うずむ,△埋む,四他,W,1,,,,,○,
8260,うすめる,薄める,下一他,W,1,○,,,○,○,
8270,うずめる,△埋める,下一他,W,1,○,,○,○,○,
8280,うずもれる,△埋もれる,下一自,W,2,,,○,,,
8290,うすらぐ,薄らぐ,五自,W,1,,,,,○,
8300,うすれる,薄れる,下一自,W,1,,,,,○,
8310,うそ,×嘘,名,W,1,◎,,○,○,○,○
8320,うそつき,×嘘つき,名,W,1,,,,,○,
8330,うそなき,×嘘泣き,名,W,,,,,○,○,
8340,うた,歌,名,W,1,◎,○,○,○,○,○
8350,うたい,謡,名,W,3,,,,,,○
8360,うたいだす,歌い出す,五他,W,1,,,,,○,
8370,うたいはじめる,歌い始める,下一他,W,,,,,,○,
8380,うたう,歌う・謡う・×唄う・×謳う,五他,W,1,◎,○,○,○,○,○
8390,うたがい,疑い,名,W,1,○,,○,,○,○
8400,うたがう,疑う,五他,W,1,◎,,○,○,○,○
8410,うたごえ,歌声,名,W,1,○,,,,○,
8420,うち,打ち,名・接頭・接尾,W,1,,,,,○,
8430,うち,討ち,造,W,1,,,,,○,
8440,うち,撃ち,造,W,1,,,,,○,
8450,うち,内,名,W,1,◎,,○,○,○,○
8460,うち,△家,名,W,1,◎,○,○,○,○,○
8470,うちあける,打ち明ける,下一他,W,1,○,,○,,,
8480,うちあげる,打ち上げる,下一自他,W,2,,,,○,○,
8490,うちあわせ,打ち合わせ,名,W,2,○,,○,,,○
8500,うちあわせる,打ち合わせる,下一他,W,2,○,,○,,,
8510,うちがわ,内側,名,W,1,○,,,○,○,
8520,うちきる,打ち切る,五他,W,2,,,○,,,○
8530,うちけし,打ち消し,名,W,2,○,,,,,
8540,うちけしあう,打ち消しあう,五他,W,,,,○,,,
8550,うちけす,打ち消す,五他,W,2,,,○,,,
8560,うちこむ,打ち込む,五他,W,1,○,,○,,,○
8570,うちだ,内田,名,W,,,,,○,,
8580,うちだす,打ち出す,五他,W,1,,,○,,,
8590,うちでのこづち,打出の小×槌,名,W,,,,,,○,
8600,うちねこさん,〔猫名〕,名,W,,,,,,○,
8610,うちゅう,宇宙,名,K,2,○,,○,○,○,○
8620,うちわ,〈団扇〉,名,W,1,○,,○,○,○,○
8630,うちわ,内輪,名,W,3,,,,,○,
8640,うちわけ,内訳,名,W,3,,,○,,,○
8650,うっ,,感,W,,,,○,,,
8660,うつ,打つ,五他,W,1,◎,,○,○,○,○
8670,うつ,討つ,五他,W,1,◎,,,○,○,
8680,うつ,撃つ,五他,W,1,◎,,,○,○,
8690,うっかり,,副・ス自,W,1,◎,,○,○,○,○
8700,うつくしい,美しい,形,W,1,◎,,○,○,○,○
8710,うつし,写し,名,W,1,,,,,○,
8720,うつす,写す,五他,W,1,◎,,○,○,○,○
8730,うつす,映す,五他,W,1,◎,,○,○,○,○
8740,うつす,移す,五他,W,1,◎,,○,○,○,○
8750,うったえ,訴え,名,W,2,○,,,,,
8760,うったえる,訴える,下一自他,W,2,○,,○,○,○,
